"doi","publication_date","title","biod","citeulike","crossref","scopus","pubmed","researchblogging","nature","bloglines","postgenomic","facebook","twitter","wikipedia","scienceseeker","counter_html","counter_pdf","counter_xml","counter","pmc_html","pmc_pdf","pmc","mendeley_readers","mendeley_groups","mendeley","comments","comment_replies","trackbacks","f1000","article_type"
"10.1371/journal.pbio.0030297",2005-08-16,"Bioinformatics and Data Management Support for Environmental Genomics",0,2,8,2,4,0,0,0,0,0,0,0,0,3862,1004,57,4923,190,69,259,12,0,12,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0030298",2005-08-09,"Malaria Infection Increases Attractiveness of Humans to Mosquitoes",0,1,36,38,14,0,0,0,0,0,6,1,0,18172,3969,169,22310,898,246,1144,113,0,113,2,0,0,0,"Research Article"
"10.1371/journal.pbio.0030299",2005-08-23,"Facilitation of Task Performance and Removal of the Effects of Sleep Deprivation by an Ampakine (CX717) in Nonhuman Primates",0,0,46,47,23,0,0,0,0,0,0,3,0,11005,2906,97,14008,1089,469,1558,34,0,34,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030300",2005-07-26,"Whole-Genome Analysis of Human Influenza A Virus Reveals Multiple Persistent Lineages and Reassortment among Recent H3N2 Viruses",0,6,89,89,87,1,0,0,1,0,0,3,0,26381,6065,117,32563,1819,765,2584,91,0,91,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0030301",2005-07-26,"Creating a Window into the Developing Brain: Observing Axon Growth in Live Mice",0,0,1,0,0,0,0,0,0,0,0,0,0,1459,141,42,1642,150,19,169,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030302",2005-07-26,"Enlisting Genomics to Understand Flu Evolution",0,0,0,0,0,0,0,0,0,0,0,0,0,1981,338,48,2367,54,19,73,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030303",2005-08-02,"A Mouse Model for Parkinson Disease",0,0,0,0,0,0,0,0,0,0,0,0,0,4777,668,50,5495,1068,236,1304,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030304",2005-08-23,"Misty Watercolor Memories, Biochemically Speaking",0,0,0,0,0,0,0,0,0,0,0,0,0,1270,89,43,1402,75,12,87,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030305",2005-08-30,"Candidate Gustatory Interneurons Modulating Feeding Behavior in the <italic>Drosophila</italic> Brain",0,1,49,37,35,0,0,0,0,0,0,0,0,9157,2873,85,12115,793,303,1096,76,0,76,1,0,0,3,"Research Article"
"10.1371/journal.pbio.0030306",2005-08-09,"To Mosquitoes, People with Malaria Smell Like Dinner",0,0,0,0,0,0,0,0,0,0,0,0,0,2968,389,44,3401,261,44,305,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030307",2005-08-16,"A Recipe for Self-Renewing Brain",0,0,0,0,0,0,0,0,0,0,0,0,0,2121,243,46,2410,91,12,103,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030308",2005-08-23,"Clocking in Pillow Time without the Pillow",0,0,0,0,0,0,0,0,0,0,0,0,0,4109,364,54,4527,136,14,150,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030309",2005-08-23,"The Genomics of Disulfide Bonding and Protein Stabilization in Thermophiles",0,4,58,41,25,0,0,0,0,0,0,0,0,7197,1969,81,9247,817,284,1101,33,0,33,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030310",2005-08-16,"The Ol' Switcheroo Shows How an RNA Enzyme Splices Itself",0,0,0,0,0,0,0,0,0,0,0,0,0,1774,102,50,1926,99,12,111,13,0,13,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030312",2005-08-30,"Functional Genomic Analysis of <italic>C. elegans</italic> Molting",0,4,48,50,43,0,0,0,0,0,0,0,0,9392,2564,74,12030,1020,770,1790,51,0,51,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030313",2005-08-02,"Gene Expression in the Aging Brain",0,0,0,0,0,0,0,0,0,0,0,0,0,2854,470,50,3374,376,24,400,41,5,46,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030314",2005-09-06,"Two Rounds of Whole Genome Duplication in the Ancestral Vertebrate",0,5,238,220,176,0,0,0,0,0,0,3,0,19349,5397,107,24853,1009,567,1576,137,0,137,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030315",2005-08-30,"Lack of Support for the Association between <italic>GAD2</italic> Polymorphisms and Severe Human Obesity",0,0,17,24,8,0,0,0,0,0,0,0,0,3602,1059,50,4711,600,209,809,7,0,7,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030316",2005-08-30,"The Cobweb of Life Revealed by Genome-Scale Estimates of Horizontal Gene Transfer",0,10,32,31,34,0,0,0,0,0,0,1,0,5191,2041,58,7290,693,132,825,84,0,84,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0030317",2005-08-23,"Genomics Helps Explain Why Some Like It Hot",0,0,0,0,0,0,0,0,0,0,0,0,0,1729,202,43,1974,87,8,95,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030318",2005-08-09,"Islands in the Genome Promote Speciation",0,0,0,0,0,0,0,0,0,0,0,0,0,1765,282,45,2092,63,12,75,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030319",2005-08-09,"Responses of Grassland Production to Single and Multiple Global Environmental Changes",0,0,80,47,6,0,0,0,0,0,0,0,0,6939,2185,91,9215,803,169,972,99,0,99,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030320",2005-08-16,"For Insulin Signaling Pathways in Flies, Size Matters",0,0,0,0,0,0,0,0,0,0,0,0,0,3807,537,90,4434,118,17,135,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030321",2005-08-30,"A Genetic Link to Obesity: The Numbers Don't Add Up for <italic>GAD2</italic>",0,0,0,0,0,0,0,0,0,0,0,0,0,2392,199,45,2636,384,24,408,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030322",2005-09-13,"Science Star over Asia",0,0,0,2,2,0,0,0,0,0,0,0,0,4204,705,67,4976,315,74,389,0,0,0,0,0,0,0,"Essay"
"10.1371/journal.pbio.0030323",2005-09-06,"Dynamics of SNARE Assembly and Disassembly during Sperm Acrosomal Exocytosis",0,0,16,13,15,0,0,0,0,0,0,0,0,4062,1368,56,5486,561,315,876,23,0,23,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030324",2005-09-06,"Design of Wide-Spectrum Inhibitors Targeting Coronavirus Main Proteases",0,1,44,41,21,0,0,0,0,0,0,0,0,5558,1622,83,7263,718,384,1102,20,0,20,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030325",2005-09-13,"A Night Out with the Nerds",0,0,0,0,0,0,0,0,0,0,0,1,0,2181,342,50,2573,182,22,204,1,0,1,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0030326",2005-09-13,"Peer ReviewâThe Newcomers' Perspective",0,8,2,4,0,0,0,0,0,0,0,1,0,5990,840,50,6880,2475,133,2608,9,0,9,1,0,0,0,"Community Page"
"10.1371/journal.pbio.0030327",2005-09-13,"Replication Publication",0,0,15,13,3,0,0,0,0,0,0,0,0,3181,682,50,3913,88,36,124,6,0,6,0,0,0,0,"Editorial"
"10.1371/journal.pbio.0030328",2005-08-30,"Single-Nucleosome Mapping of Histone Modifications in <italic>S. cerevisiae</italic>",0,8,137,4,160,0,0,0,0,0,0,0,0,13345,5285,113,18743,1353,910,2263,103,0,103,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0030329",2005-08-09,"Field Tested: Grasslands Wonât Help Buffer Climate Change as CO2 Levels Rise",0,0,0,0,0,0,0,0,0,0,0,0,0,3266,305,53,3624,299,26,325,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030330",2005-08-09,"Speciation Begins, but Doesn't End, with the Twist of a Shell",0,0,0,0,0,0,0,0,0,0,0,0,0,2082,224,44,2350,684,55,739,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030331",2005-09-20,"Molecular Dissection of MesenchymalâEpithelial Interactions in the Hair Follicle",0,2,99,66,58,0,0,0,0,0,0,0,0,13015,5244,142,18401,1841,2135,3976,53,0,53,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030332",2005-08-30,"How Fruitflies Know It's Time for Lunch",0,0,0,0,0,0,0,0,0,0,0,0,0,1678,165,72,1915,90,13,103,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030333",2005-08-23,"Why Not the Best? How Science Failed the Florida Panther",0,2,12,10,2,0,0,0,0,0,1,2,0,10447,1948,59,12454,1401,155,1556,60,0,60,0,0,0,0,"Feature"
"10.1371/journal.pbio.0030334",2005-09-27,"Two-Component Signal Transduction Pathways Regulating Growth and Cell Cycle Progression in a Bacterium: A System-Level Analysis",0,6,79,54,70,0,0,0,0,0,0,2,0,13785,4136,101,18022,1573,851,2424,76,0,76,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0030335",2005-09-13,"Recombination Hotspots and Population Structure in <italic>Plasmodium falciparum</italic>",0,1,52,47,54,0,0,0,0,0,0,0,0,7732,2412,62,10206,694,271,965,61,0,61,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030337",2005-09-06,"<italic>Drosophila</italic> Heartless Acts with Heartbroken/Dof in Muscle Founder Differentiation",0,0,8,9,5,0,0,0,0,0,0,0,0,3899,1070,59,5028,642,154,796,18,0,18,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030338",2005-09-27,"The Period Length of Fibroblast Circadian Gene Expression Varies Widely among Human Individuals",0,3,60,62,34,0,0,0,0,0,0,0,0,7575,2225,70,9870,1121,419,1540,55,0,55,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030339",2005-10-18,"The Geographic Spread of the CCR5 ?32 HIV-Resistance Allele",0,6,53,37,17,0,0,0,1,0,1,4,0,24112,4527,115,28754,1363,429,1792,35,0,35,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030340",2005-10-11,"Bringing Evo Devo to Life",0,2,0,0,0,0,0,0,0,0,0,0,0,5088,1149,56,6293,845,66,911,17,0,17,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0030341",2005-10-11,"A Path to Discovery: The Career of Maclyn McCarty",0,1,0,0,0,0,0,0,0,0,0,15,0,3481,565,47,4093,1167,64,1231,1,0,1,0,0,0,0,"Obituary"
"10.1371/journal.pbio.0030342",2005-09-27,"Cortical Sensitivity to Visual Features in Natural Scenes",0,12,27,41,25,0,0,0,0,0,0,0,0,4696,1828,57,6581,431,162,593,57,0,57,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0030343",2005-10-04,"Dynamic Properties of Network Motifs Contribute to Biological Network Organization",0,29,86,89,54,0,0,0,0,0,0,0,0,15650,5944,105,21699,658,335,993,108,0,108,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030344",2005-09-06,"Clear Evidence for Two Rounds of Vertebrate Genome Duplication",0,0,0,0,0,0,0,0,0,0,0,0,0,2747,504,45,3296,284,60,344,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030345",2005-08-30,"The Molting Worm Sheds Its Genetic Secrets",0,0,0,0,0,0,0,0,0,0,0,0,0,1550,131,43,1724,401,23,424,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030346",2005-08-30,"A Global View of DNA-Packing Proteins Cracks the Histone Code",0,0,0,0,0,0,0,0,0,0,0,0,0,4073,770,59,4902,209,24,233,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030347",2005-08-30,"Comparing Gene Trees and Genome Trees: A Cobweb of Life?",0,0,0,0,0,0,0,0,0,0,0,0,0,2593,391,48,3032,362,30,392,9,0,9,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030348",2005-09-27,"Fibroblast Culture Cells Keep Track of Circadian Rhythms",0,0,0,0,0,0,0,0,0,0,0,0,0,2865,340,59,3264,358,55,413,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030349",2005-10-11,"How the Ecdysozoan Changed Its Coat",0,0,2,4,3,0,0,0,0,0,0,3,0,4989,1015,67,6071,1114,282,1396,22,0,22,0,0,0,0,"Primer"
"10.1371/journal.pbio.0030350",2005-10-11,"Correction: Highly Nonrandom Features of Synaptic Connectivity in Local Cortical Circuits",0,1,4,1,0,0,0,0,0,0,0,0,0,1345,243,60,1648,57,13,70,1,0,1,0,0,0,0,"Correction"
"10.1371/journal.pbio.0030351",2005-09-27,"Temperature Regulates Transcription in the Zebrafish Circadian Clock",0,0,26,29,18,0,0,0,0,0,0,0,0,6690,1939,73,8702,611,234,845,52,0,52,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030352",2005-09-06,"EnSNAREd by the Sperm Acrosome",0,0,0,0,0,0,0,0,0,0,0,0,0,1765,182,48,1995,156,12,168,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030353",2005-09-06,"Casting a Wide Net to Fight Coronaviruses",0,0,0,0,0,0,0,0,0,0,0,0,0,1225,84,48,1357,53,15,68,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030354",2005-10-18,"Enhanced Odor Discrimination and Impaired Olfactory Memory by Spatially Controlled Switch of AMPA Receptors",0,0,15,18,12,0,0,0,0,0,0,0,0,4995,1464,68,6527,662,184,846,32,0,32,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030355",2005-10-11,"From Art to Engineering? The Rise of In Vivo Mammalian Electrophysiology via Genetically Targeted Labeling and Nonlinear Imaging",0,1,6,0,4,0,0,0,0,0,0,0,0,4355,1678,55,6088,264,70,334,47,0,47,0,0,0,0,"Essay"
"10.1371/journal.pbio.0030356",2005-10-25,"Modeling T Cell Antigen Discrimination Based on Feedback Control of Digital ERK Responses",0,8,88,91,86,0,0,0,0,0,0,0,0,8725,3238,113,12076,852,970,1822,64,0,64,0,0,0,6,"Research Article"
"10.1371/journal.pbio.0030357",2005-10-11,"Emergence of Young Human Genes after a Burst of Retroposition in Primates",0,9,68,74,75,0,0,0,0,0,0,2,0,8039,3263,102,11404,657,353,1010,72,0,72,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030358",2005-09-06,"A Signaling Pathway at the Heart of Muscle Development",0,0,0,0,0,0,0,0,0,0,0,0,0,1465,166,41,1672,112,12,124,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030359",2005-09-27,"Mapping Core Communication Networks in Bacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,1771,293,48,2112,93,11,104,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030360",2005-09-27,"Complex Cells in the Brain's Vision Center Tune in to Natural Scenes",0,0,0,0,0,0,0,0,0,0,0,0,0,1995,169,46,2210,489,26,515,2,0,2,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030361",2005-09-13,"Clues to the Evolution of the Malarial Chromosome",0,0,0,0,0,0,0,0,0,0,0,0,0,1407,141,40,1588,25,11,36,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030362",2005-10-18,"Improvement of Tactile Discrimination Performance and Enlargement of Cortical Somatosensory Maps after 5 Hz rTMS",0,0,49,27,20,0,0,0,0,0,0,0,0,7546,1479,79,9104,2392,259,2651,49,0,49,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030363",2005-10-18,"Rapid Behavioral and Genomic Responses to Social Opportunity",0,4,58,25,33,0,0,0,1,0,0,0,0,6251,2214,64,8529,460,226,686,90,0,90,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030364",2005-12-13,"Evolution for Everyone: How to Increase Acceptance of, Interest in, and Knowledge about Evolution",0,1,11,6,1,0,0,0,1,0,0,0,0,12927,4475,109,17511,603,178,781,82,0,82,2,0,0,0,"Essay"
"10.1371/journal.pbio.0030366",2005-09-20,"Molecular Signatures of the Developing Hair Follicle",0,2,0,0,0,0,0,0,0,0,0,0,0,4154,384,59,4597,113,36,149,2,0,2,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030367",2005-10-11,"Published and Not Perished",0,0,1,0,0,0,0,0,0,0,0,0,0,4206,747,48,5001,66,15,81,9,0,9,1,0,0,0,"Editorial"
"10.1371/journal.pbio.0030368",2005-10-25,"Divergent Selection and the Evolution of Signal Traits and Mating Preferences",0,5,57,46,17,0,0,0,0,0,0,0,0,5448,1711,57,7216,642,150,792,79,0,79,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030369",2005-10-04,"Charting the Interplay between Structure and Dynamics in Complex Networks",0,0,0,0,0,0,0,0,0,0,0,0,0,2469,504,44,3017,87,29,116,24,0,24,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030370",2005-11-01,"Exploitative and Hierarchical Antagonism in a Cooperative Bacterium",0,2,27,19,11,0,0,0,0,0,0,0,0,3503,1205,57,4765,312,98,410,41,0,41,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030371",2005-10-25,"Wave-Like Spread of Ebola Zaire",0,4,29,27,12,0,0,0,0,0,0,0,0,11326,3017,78,14421,975,382,1357,1,0,1,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030372",2005-11-15,"An Ideal Society? Neighbors of Diverse Origins Interact to Create and Maintain Complex Mini-Organs in the Skin",0,1,7,5,3,0,0,0,0,0,0,0,0,3550,957,65,4572,339,137,476,13,0,13,0,0,0,0,"Primer"
"10.1371/journal.pbio.0030373",2005-10-11,"Correction: Directed Migration of Positively Selected Thymocytes Visualized in Real Time",0,0,0,0,0,0,0,0,0,0,0,0,0,988,133,50,1171,25,6,31,0,0,0,0,0,0,0,"Correction"
"10.1371/journal.pbio.0030374",2005-10-25,"Differential Recruitment of Pre-mRNA Splicing Factors to Alternatively Spliced Transcripts In Vivo",0,0,10,4,12,0,0,0,0,0,0,0,0,5620,2285,67,7972,466,172,638,25,0,25,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030375",2005-11-08,"Different Catalytic Mechanisms in Mammalian Selenocysteine- and Cysteine-Containing Methionine-<italic>R</italic>-Sulfoxide Reductases",0,0,50,39,36,0,0,0,0,0,0,0,0,3729,1006,57,4792,462,172,634,7,0,7,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030376",2005-10-11,"Correction: Traces of Archaic Mitochondrial Lineages Persist in Austronesian-Speaking Formosan Populations",0,0,0,2,0,0,0,0,0,0,0,0,0,1285,228,54,1567,58,12,70,33,0,33,0,0,0,0,"Correction"
"10.1371/journal.pbio.0030378",2005-11-01,"The Case for Selection at <italic>CCR5-</italic>?<italic>32</italic>",0,6,69,38,32,0,0,0,0,0,0,4,0,10717,3513,83,14313,2658,1240,3898,59,0,59,2,0,0,2,"Research Article"
"10.1371/journal.pbio.0030379",2005-09-27,"Temperature Regulates the Zebrafish Clock",0,0,1,0,0,0,0,0,0,0,0,0,0,1890,249,45,2184,387,31,418,2,0,2,1,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030380",2005-10-01,"First Observation of Tool Use in Wild Gorillas",0,6,33,27,2,0,0,0,2,0,0,13,0,51749,5990,251,57990,976,166,1142,68,0,68,2,0,0,0,"Research Article"
"10.1371/journal.pbio.0030381",2005-11-01,"Evolution of Mutational Robustness in an RNA Virus",0,3,27,26,25,0,0,0,0,0,0,0,0,4815,1827,62,6704,443,154,597,73,0,73,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030382",2005-11-15,"Darwin's <italic>Other</italic> Books: âRedâ and âTransmutationâ Notebooks, âSketch,â âEssay,â and <italic>Natural Selection</italic>",0,0,1,0,0,0,0,0,0,0,0,0,0,5758,1100,78,6936,1082,48,1130,2,0,2,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0030383",2005-11-08,"Mechanism of Filament Nucleation and Branch Stability Revealed by the Structure of the Arp2/3 Complex at Actin Branch Junctions",0,1,25,18,25,0,0,0,0,0,0,1,0,3673,1206,53,4932,514,204,718,30,0,30,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030384",2005-11-01,"Variant Histone H2A.Z Is Globally Localized to the Promoters of Inactive\n          Yeast Genes and Regulates Nucleosome Positioning",0,3,99,159,112,0,0,0,0,0,0,1,0,11102,2816,97,14015,1111,641,1752,34,0,34,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030385",2005-10-01,"Wild Gorillas Handy with a Stick",0,0,0,0,0,0,0,0,0,0,0,2,0,5807,458,59,6324,185,28,213,2,0,2,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030386",2005-11-01,"Ultrasonic Songs of Male Mice",0,2,81,96,47,1,0,0,1,1,14,6,0,93741,8195,697,102633,1272,1163,2435,95,0,95,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030387",2005-11-15,"Ancient and Recent Positive Selection Transformed Opioid <italic>cis</italic>-Regulation in Humans",0,18,61,67,51,0,0,0,0,0,0,0,0,14244,3296,92,17632,507,222,729,77,0,77,1,0,0,0,"Research Article"
"10.1371/journal.pbio.0030388",2005-10-18,"Genetic and Behavioral Investigations into Odor Discrimination and Memory",0,0,0,0,0,0,0,0,0,0,0,0,0,2192,230,50,2472,96,16,112,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030389",2005-10-25,"New Environments Set the Stage for Changing Tastes in Mates",0,0,1,0,0,0,0,0,0,0,0,0,0,1185,129,44,1358,81,8,89,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030390",2005-10-18,"Social Opportunity Produces Brain Changes in Fish",0,0,0,0,0,1,0,0,0,0,0,0,0,2371,370,51,2792,94,10,104,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030391",2005-10-25,"Experimentally Validated Model Accounts for T Cells' Discriminating Ways",0,0,0,0,0,0,0,0,0,0,0,0,0,1301,178,43,1522,73,10,83,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030392",2005-11-15,"Motifs, Control, and Stability",0,9,11,11,6,0,0,0,0,0,0,0,0,5958,2182,56,8196,334,141,475,46,0,46,0,0,0,0,"Primer"
"10.1371/journal.pbio.0030393",2005-11-08,"Dynamic Acetylation of All Lysine 4âMethylated Histone H3 in the Mouse Nucleus: Analysis at c-<italic>fos</italic> and c-<italic>jun</italic>",0,2,35,38,25,0,0,0,0,0,0,0,0,7298,1976,66,9340,672,475,1147,32,0,32,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030394",2005-11-15,"Linking Biodiversity Conservation and Livelihoods in India",0,0,4,4,0,0,0,0,0,0,0,0,0,4972,1005,53,6030,1497,139,1636,50,0,50,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0030395",2005-11-15,"The Cell Nucleus and Aging: Tantalizing Clues and Hopeful Promises",0,1,12,8,8,1,0,0,0,0,0,1,0,26705,3519,116,30340,791,275,1066,40,0,40,0,0,0,0,"Essay"
"10.1371/journal.pbio.0030396",2005-11-15,"Jump-Starting a Cellular World: Investigating the Origin of Life, from Soup to Networks",0,13,7,2,1,0,0,0,1,16,1,0,0,19475,5245,137,24857,893,124,1017,29,0,29,1,0,0,0,"Feature"
"10.1371/journal.pbio.0030397",2005-10-18,"Geographic Spread of an AIDS-Resistant Mutation",0,0,0,0,0,0,0,0,0,0,0,0,0,3138,298,48,3484,1055,44,1099,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030398",2005-11-01,"Antisocial Behavior in Cooperative Bacteria (or, Why Can't Bacteria Just Get Along?)",0,0,0,0,0,0,0,0,0,0,0,0,0,3377,436,50,3863,87,29,116,5,0,5,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030399",2005-10-11,"Retrocopied Genes May Enhance Male Fitness",0,0,0,0,0,0,0,0,0,0,0,0,0,1735,175,42,1952,26,15,41,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030400",2005-11-01,"A Well-Studied Disease-Resistance Gene Shows No Signs of Selection",0,0,1,0,0,0,0,0,0,0,0,0,0,1842,232,41,2115,71,14,85,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030401",2005-11-15,"Impaired DNA Replication within Progenitor Cell Pools Promotes Leukemogenesis",0,0,12,11,15,0,0,0,0,0,0,0,0,5644,1169,202,7015,664,158,822,12,0,12,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030402",2005-11-15,"Theta Rhythms Coordinate HippocampalâPrefrontal Interactions in a Spatial Memory Task",0,14,139,166,102,0,0,0,0,0,0,0,0,9784,4070,93,13947,1215,690,1905,132,0,132,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0030403",2005-10-25,"Charting the Path of the Deadly Ebola Virus in Central Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,3985,365,47,4397,379,40,419,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030404",2005-11-15,"Epstein-Barr Virus Provides a New Paradigm: A Requirement for the Immediate Inhibition of Apoptosis",0,2,35,21,45,0,0,0,0,0,0,0,0,4760,1676,62,6498,608,247,855,29,0,29,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030405",2005-11-15,"Systematic Discovery of New Recognition Peptides Mediating Protein Interaction Networks",0,17,83,111,72,0,0,0,1,0,0,0,0,10782,3609,93,14484,689,401,1090,98,0,98,0,0,0,2,"Research Article"
"10.1371/journal.pbio.0030406",2005-10-25,"Alternative mRNA Splicing: Control by Combination",0,0,0,0,0,0,0,0,0,0,0,0,0,3058,486,58,3602,89,11,100,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030407",2005-11-01,"A Role for Selection in the Evolution of Genetic Robustness",0,0,0,0,0,0,0,0,0,0,0,0,0,1282,168,43,1493,188,32,220,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030408",2005-10-18,"Stimulating the Brain Makes the Fingers More Sensitive",0,0,0,0,0,0,0,0,0,0,0,0,0,2744,139,51,2934,446,20,466,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030409",2005-11-15,"Scientific Longevity",0,0,0,0,0,0,0,0,0,0,0,0,0,2991,697,48,3736,52,34,86,4,0,4,0,0,0,0,"Editorial"
"10.1371/journal.pbio.0030410",2005-11-29,"Tracing the Origin and Spread of Agriculture in Europe",0,2,51,42,22,0,0,0,1,0,0,3,0,15087,3947,125,19159,2459,461,2920,103,0,103,1,0,0,0,"Research Article"
"10.1371/journal.pbio.0030411",2005-11-08,"Arp2/3: Structural Insights into a Primary Engine of Cell Motility",0,0,0,0,0,0,0,0,0,0,0,0,0,1103,108,41,1252,60,8,68,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030412",2005-11-29,"Neural Substrate of Body Size: Illusory Feeling of Shrinking of the Waist",0,4,25,27,12,0,0,0,0,0,0,2,0,13264,2176,115,15555,1189,302,1491,71,0,71,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0030413",2005-11-01,"Preparing for Transcription: The Role of Histone H2A.Z",0,0,0,0,0,0,0,0,0,0,0,0,0,1434,209,46,1689,3187,448,3635,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0030415",2005-11-29,"Effects of Hypothalamic Neurodegeneration on Energy Balance",0,1,42,28,35,0,0,0,0,0,0,0,0,5456,1611,78,7145,794,330,1124,7,0,7,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0030416",2005-11-29,"Securin Is Not Required for Chromosomal Stability in Human Cells",0,0,14,26,15,0,0,0,0,0,0,0,0,3142,1033,55,4230,455,125,580,13,0,13,0,0,0,0,"Research Article"
